feature,mean_abs_shap
categorical__diag_2_200,0.0
categorical__diag_2_199,0.0
categorical__diag_2_197,0.0
categorical__diag_2_196,0.0
categorical__diag_2_193,0.0
categorical__diag_2_192,0.0
categorical__diag_2_191,0.0
categorical__diag_2_244,0.0
categorical__diag_2_242,0.0
categorical__diag_2_241,0.0
categorical__diag_2_240,0.0
categorical__diag_2_239,0.0
categorical__diag_2_238,0.0
categorical__diag_2_235,0.0
categorical__diag_2_233,0.0
categorical__diag_2_232,0.0
categorical__diag_2_228,0.0
categorical__diag_2_227,0.0
categorical__diag_2_226,0.0
categorical__diag_2_225,0.0
categorical__diag_2_220,0.0
categorical__diag_2_218,0.0
categorical__diag_2_217,0.0
categorical__diag_2_250.33,0.0
categorical__diag_2_250.32,0.0
categorical__diag_2_250.31,0.0
categorical__diag_2_250.3,0.0
categorical__diag_2_250.23,0.0
categorical__diag_2_250.22,0.0
categorical__diag_2_250.21,0.0
categorical__diag_2_250.2,0.0
categorical__diag_2_250.13,0.0
categorical__diag_2_250.12,0.0
categorical__diag_2_250.11,0.0
categorical__diag_2_250.1,0.0
categorical__diag_2_250.03,0.0
categorical__diag_2_246,0.0
categorical__diag_2_245,0.0
categorical__diag_2_250.93,0.0
categorical__diag_2_250.92,0.0
categorical__diag_2_250.91,0.0
categorical__diag_2_250.9,0.0
categorical__diag_2_250.83,0.0
categorical__diag_2_250.82,0.0
categorical__diag_2_250.81,0.0
categorical__diag_2_250.8,0.0
categorical__diag_2_250.7,0.0
categorical__diag_2_250.53,0.0
categorical__diag_2_250.52,0.0
categorical__diag_2_250.51,0.0
categorical__diag_2_250.5,0.0
categorical__diag_2_250.43,0.0
categorical__diag_2_250.42,0.0
categorical__diag_2_250.4,0.0
categorical__diag_2_271,0.0
categorical__diag_2_27,0.0
categorical__diag_2_269,0.0
categorical__diag_2_268,0.0
categorical__diag_2_266,0.0
categorical__diag_2_263,0.0
categorical__diag_2_262,0.0
categorical__diag_2_261,0.0
categorical__diag_2_260,0.0
categorical__diag_2_259,0.0
categorical__diag_2_258,0.0
categorical__diag_2_256,0.0
categorical__diag_2_255,0.0
categorical__diag_2_253,0.0
categorical__diag_2_252,0.0
categorical__diag_2_251,0.0
categorical__diag_2_290,0.0
categorical__diag_2_289,0.0
categorical__diag_2_288,0.0
categorical__diag_2_287,0.0
categorical__diag_2_286,0.0
categorical__diag_2_284,0.0
categorical__diag_2_283,0.0
categorical__diag_2_282,0.0
categorical__diag_2_281,0.0
categorical__diag_2_280,0.0
categorical__diag_2_279,0.0
categorical__diag_2_277,0.0
categorical__diag_2_275,0.0
categorical__diag_2_274,0.0
categorical__diag_2_273,0.0
categorical__diag_2_307,0.0
categorical__diag_2_306,0.0
categorical__diag_2_304,0.0
categorical__diag_2_303,0.0
categorical__diag_2_302,0.0
categorical__diag_2_301,0.0
categorical__diag_2_300,0.0
categorical__diag_2_299,0.0
categorical__diag_2_298,0.0
categorical__diag_2_297,0.0
categorical__diag_2_296,0.0
categorical__diag_2_294,0.0
categorical__diag_2_293,0.0
categorical__diag_2_292,0.0
categorical__diag_2_291,0.0
categorical__diag_2_325,0.0
categorical__diag_2_324,0.0
categorical__diag_2_323,0.0
categorical__diag_2_322,0.0
categorical__diag_2_320,0.0
categorical__diag_2_319,0.0
categorical__diag_2_318,0.0
categorical__diag_2_317,0.0
categorical__diag_2_316,0.0
categorical__diag_2_314,0.0
categorical__diag_2_312,0.0
categorical__diag_2_311,0.0
categorical__diag_2_310,0.0
categorical__diag_2_31,0.0
categorical__diag_2_309,0.0
categorical__diag_2_308,0.0
categorical__diag_1_114,0.0
categorical__diag_1_112,0.0
categorical__diag_1_110,0.0
categorical__diag_1_11,0.0
categorical__diag_1_10,0.0
categorical__medical_specialty_Urology,0.0
categorical__medical_specialty_SurgicalSpecialty,0.0
categorical__medical_specialty_Surgery-Thoracic,0.0
categorical__medical_specialty_Surgery-Plastic,0.0
categorical__medical_specialty_Surgery-Pediatric,0.0
categorical__medical_specialty_Surgery-Neuro,0.0
categorical__medical_specialty_Surgery-Maxillofacial,0.0
categorical__medical_specialty_Surgery-Colon&Rectal,0.0
categorical__medical_specialty_Surgery-Cardiovascular/Thoracic,0.0
categorical__diag_2_347,0.0
categorical__diag_2_346,0.0
categorical__diag_2_345,0.0
categorical__diag_2_344,0.0
categorical__diag_2_343,0.0
categorical__diag_2_341,0.0
categorical__diag_2_340,0.0
categorical__diag_2_34,0.0
categorical__diag_2_338,0.0
categorical__diag_2_337,0.0
categorical__diag_2_336,0.0
categorical__diag_2_335,0.0
categorical__diag_2_333,0.0
categorical__diag_2_332,0.0
categorical__diag_2_331,0.0
categorical__diag_2_327,0.0
categorical__diag_2_365,0.0
categorical__diag_2_364,0.0
categorical__diag_2_362,0.0
categorical__diag_2_360,0.0
categorical__diag_2_359,0.0
categorical__diag_2_358,0.0
categorical__diag_2_357,0.0
categorical__diag_2_356,0.0
categorical__diag_2_355,0.0
categorical__diag_2_354,0.0
categorical__diag_2_352,0.0
categorical__diag_2_351,0.0
categorical__diag_2_350,0.0
categorical__diag_2_35,0.0
categorical__diag_2_349,0.0
categorical__diag_2_348,0.0
categorical__diag_2_388,0.0
categorical__diag_2_386,0.0
categorical__diag_2_383,0.0
categorical__diag_2_382,0.0
categorical__diag_2_381,0.0
categorical__diag_2_380,0.0
categorical__diag_2_38,0.0
categorical__diag_2_379,0.0
categorical__diag_2_378,0.0
categorical__diag_2_377,0.0
categorical__diag_2_376,0.0
categorical__diag_2_373,0.0
categorical__diag_2_372,0.0
categorical__diag_2_369,0.0
categorical__diag_2_368,0.0
categorical__diag_2_366,0.0
categorical__diag_2_416,0.0
categorical__diag_2_415,0.0
categorical__diag_2_411,0.0
categorical__diag_2_410,0.0
categorical__diag_2_41,0.0
categorical__diag_2_405,0.0
categorical__diag_2_404,0.0
categorical__diag_2_402,0.0
categorical__diag_2_40,0.0
categorical__diag_2_398,0.0
categorical__diag_2_397,0.0
categorical__diag_2_396,0.0
categorical__diag_2_395,0.0
categorical__diag_2_394,0.0
categorical__diag_2_389,0.0
categorical__diag_2_435,0.0
categorical__diag_2_434,0.0
categorical__diag_2_433,0.0
categorical__diag_2_432,0.0
categorical__diag_2_431,0.0
categorical__diag_2_430,0.0
categorical__diag_2_429,0.0
categorical__diag_2_426,0.0
categorical__diag_2_425,0.0
categorical__diag_2_424,0.0
categorical__diag_2_423,0.0
categorical__diag_2_422,0.0
categorical__diag_2_421,0.0
categorical__diag_2_420,0.0
categorical__diag_2_42,0.0
categorical__diag_2_456,0.0
categorical__diag_2_455,0.0
categorical__diag_2_454,0.0
categorical__diag_2_453,0.0
categorical__diag_2_452,0.0
categorical__diag_2_451,0.0
categorical__diag_2_448,0.0
categorical__diag_2_447,0.0
categorical__diag_2_446,0.0
categorical__diag_2_444,0.0
categorical__diag_2_443,0.0
categorical__diag_2_442,0.0
categorical__diag_2_441,0.0
categorical__diag_2_438,0.0
categorical__diag_2_437,0.0
categorical__diag_2_436,0.0
categorical__diag_2_480,0.0
categorical__diag_2_478,0.0
categorical__diag_2_477,0.0
categorical__diag_2_475,0.0
categorical__diag_2_474,0.0
categorical__diag_2_473,0.0
categorical__diag_2_472,0.0
categorical__diag_2_470,0.0
categorical__diag_2_466,0.0
categorical__diag_2_463,0.0
categorical__diag_2_462,0.0
categorical__diag_2_461,0.0
categorical__diag_2_460,0.0
categorical__diag_2_459,0.0
categorical__diag_2_458,0.0
categorical__diag_2_457,0.0
categorical__diag_2_501,0.0
categorical__diag_2_500,0.0
categorical__diag_2_5,0.0
categorical__diag_2_495,0.0
categorical__diag_2_494,0.0
categorical__diag_2_493,0.0
categorical__diag_2_492,0.0
categorical__diag_2_491,0.0
categorical__diag_2_490,0.0
categorical__diag_2_487,0.0
categorical__diag_2_485,0.0
categorical__diag_2_484,0.0
categorical__diag_2_483,0.0
categorical__diag_2_482,0.0
categorical__diag_2_481,0.0
categorical__diag_2_527,0.0
categorical__diag_2_524,0.0
categorical__diag_2_523,0.0
categorical__diag_2_522,0.0
categorical__diag_2_521,0.0
categorical__diag_2_52,0.0
categorical__diag_2_519,0.0
categorical__diag_2_517,0.0
categorical__diag_2_516,0.0
categorical__diag_2_515,0.0
categorical__diag_2_514,0.0
categorical__diag_2_513,0.0
categorical__diag_2_512,0.0
categorical__diag_2_511,0.0
categorical__diag_2_510,0.0
categorical__diag_2_508,0.0
categorical__diag_2_552,0.0
categorical__diag_2_550,0.0
categorical__diag_2_542,0.0
categorical__diag_2_540,0.0
categorical__diag_2_54,0.0
categorical__diag_2_537,0.0
categorical__diag_2_536,0.0
categorical__diag_2_535,0.0
categorical__diag_2_534,0.0
categorical__diag_2_533,0.0
categorical__diag_2_532,0.0
categorical__diag_2_531,0.0
categorical__diag_2_530,0.0
categorical__diag_2_53,0.0
categorical__diag_2_529,0.0
categorical__diag_2_528,0.0
categorical__diag_2_572,0.0
categorical__diag_2_570,0.0
categorical__diag_2_569,0.0
categorical__diag_2_568,0.0
categorical__diag_2_567,0.0
categorical__diag_2_566,0.0
categorical__diag_2_565,0.0
categorical__diag_2_564,0.0
categorical__diag_2_562,0.0
categorical__diag_2_560,0.0
categorical__diag_2_558,0.0
categorical__diag_2_557,0.0
categorical__diag_2_556,0.0
categorical__diag_2_555,0.0
categorical__diag_2_553,0.0
categorical__diag_2_592,0.0
categorical__diag_2_591,0.0
categorical__diag_2_590,0.0
categorical__diag_2_588,0.0
categorical__diag_2_586,0.0
categorical__diag_2_584,0.0
categorical__diag_2_583,0.0
categorical__diag_2_581,0.0
categorical__diag_2_580,0.0
categorical__diag_2_579,0.0
categorical__diag_2_578,0.0
categorical__diag_2_577,0.0
categorical__diag_2_576,0.0
categorical__diag_2_575,0.0
categorical__diag_2_573,0.0
categorical__diag_2_615,0.0
categorical__diag_2_614,0.0
categorical__diag_2_611,0.0
categorical__diag_2_610,0.0
categorical__diag_2_608,0.0
categorical__diag_2_607,0.0
categorical__diag_2_605,0.0
categorical__diag_2_604,0.0
categorical__diag_2_602,0.0
categorical__diag_2_601,0.0
categorical__diag_2_600,0.0
categorical__diag_2_598,0.0
categorical__diag_2_596,0.0
categorical__diag_2_595,0.0
categorical__diag_2_594,0.0
categorical__diag_2_593,0.0
categorical__diag_2_646,0.0
categorical__diag_2_645,0.0
categorical__diag_2_644,0.0
categorical__diag_2_642,0.0
categorical__diag_2_634,0.0
categorical__diag_2_627,0.0
categorical__diag_2_626,0.0
categorical__diag_2_625,0.0
categorical__diag_2_623,0.0
categorical__diag_2_622,0.0
categorical__diag_2_621,0.0
categorical__diag_2_620,0.0
categorical__diag_2_619,0.0
categorical__diag_2_618,0.0
categorical__diag_2_617,0.0
categorical__diag_2_616,0.0
categorical__diag_2_683,0.0
categorical__diag_2_681,0.0
categorical__diag_2_680,0.0
categorical__diag_2_674,0.0
categorical__diag_2_670,0.0
categorical__diag_2_665,0.0
categorical__diag_2_664,0.0
categorical__diag_2_663,0.0
categorical__diag_2_661,0.0
categorical__diag_2_659,0.0
categorical__diag_2_658,0.0
categorical__diag_2_656,0.0
categorical__diag_2_654,0.0
categorical__diag_2_652,0.0
categorical__diag_2_649,0.0
categorical__diag_2_647,0.0
categorical__diag_2_706,0.0
categorical__diag_2_705,0.0
categorical__diag_2_703,0.0
categorical__diag_2_701,0.0
categorical__diag_2_70,0.0
categorical__diag_2_7,0.0
categorical__diag_2_698,0.0
categorical__diag_2_696,0.0
categorical__diag_2_695,0.0
categorical__diag_2_694,0.0
categorical__diag_2_693,0.0
categorical__diag_2_692,0.0
categorical__diag_2_691,0.0
categorical__diag_2_686,0.0
categorical__diag_2_685,0.0
categorical__diag_2_684,0.0
categorical__diag_2_725,0.0
categorical__diag_2_724,0.0
categorical__diag_2_723,0.0
categorical__diag_2_722,0.0
categorical__diag_2_721,0.0
categorical__diag_2_718,0.0
categorical__diag_2_717,0.0
categorical__diag_2_716,0.0
categorical__diag_2_715,0.0
categorical__diag_2_714,0.0
categorical__diag_2_713,0.0
categorical__diag_2_712,0.0
categorical__diag_2_711,0.0
categorical__diag_2_710,0.0
categorical__diag_2_709,0.0
categorical__glipizide-metformin_No,0.0
categorical__medical_specialty_Surgery-Cardiovascular,0.0
categorical__medical_specialty_Surgeon,0.0
categorical__medical_specialty_SportsMedicine,0.0
categorical__medical_specialty_Rheumatology,0.0
categorical__medical_specialty_Resident,0.0
categorical__medical_specialty_Radiology,0.0
categorical__medical_specialty_Radiologist,0.0
categorical__medical_specialty_Pulmonology,0.0
categorical__medical_specialty_Psychology,0.0
categorical__medical_specialty_Psychiatry-Child/Adolescent,0.0
categorical__medical_specialty_Psychiatry-Addictive,0.0
categorical__medical_specialty_Psychiatry,0.0
categorical__medical_specialty_Proctology,0.0
categorical__medical_specialty_Podiatry,0.0
categorical__medical_specialty_PhysicianNotFound,0.0
categorical__medical_specialty_PhysicalMedicineandRehabilitation,0.0
categorical__diag_2_748,0.0
categorical__diag_2_747,0.0
categorical__diag_2_746,0.0
categorical__diag_2_745,0.0
categorical__diag_2_742,0.0
categorical__diag_2_741,0.0
categorical__diag_2_738,0.0
categorical__diag_2_737,0.0
categorical__diag_2_736,0.0
categorical__diag_2_734,0.0
categorical__diag_2_733,0.0
categorical__diag_2_731,0.0
categorical__diag_2_730,0.0
categorical__diag_2_729,0.0
categorical__diag_2_727,0.0
categorical__diag_2_726,0.0
categorical__diag_2_788,0.0
categorical__diag_2_787,0.0
categorical__diag_2_786,0.0
categorical__diag_2_785,0.0
categorical__diag_2_784,0.0
categorical__diag_2_783,0.0
categorical__diag_2_78,0.0
categorical__diag_2_759,0.0
categorical__diag_2_758,0.0
categorical__diag_2_756,0.0
categorical__diag_2_755,0.0
categorical__diag_2_754,0.0
categorical__diag_2_753,0.0
categorical__diag_2_752,0.0
categorical__diag_2_751,0.0
categorical__diag_2_750,0.0
categorical__diag_2_805,0.0
categorical__diag_2_802,0.0
categorical__diag_2_801,0.0
categorical__diag_2_800,0.0
categorical__diag_2_8,0.0
categorical__diag_2_799,0.0
categorical__diag_2_797,0.0
categorical__diag_2_796,0.0
categorical__diag_2_795,0.0
categorical__diag_2_794,0.0
categorical__diag_2_793,0.0
categorical__diag_2_792,0.0
categorical__diag_2_791,0.0
categorical__diag_2_790,0.0
categorical__diag_2_79,0.0
categorical__diag_2_789,0.0
categorical__diag_2_825,0.0
categorical__diag_2_824,0.0
categorical__diag_2_823,0.0
categorical__diag_2_822,0.0
categorical__diag_2_821,0.0
categorical__diag_2_820,0.0
categorical__diag_2_816,0.0
categorical__diag_2_815,0.0
categorical__diag_2_814,0.0
categorical__diag_2_813,0.0
categorical__diag_2_812,0.0
categorical__diag_2_811,0.0
categorical__diag_2_810,0.0
categorical__diag_2_808,0.0
categorical__diag_2_807,0.0
categorical__diag_2_806,0.0
categorical__diag_2_860,0.0
categorical__diag_2_853,0.0
categorical__diag_2_852,0.0
categorical__diag_2_851,0.0
categorical__diag_2_850,0.0
categorical__diag_2_847,0.0
categorical__diag_2_846,0.0
categorical__diag_2_845,0.0
categorical__diag_2_844,0.0
categorical__diag_2_842,0.0
categorical__diag_2_840,0.0
categorical__diag_2_837,0.0
categorical__diag_2_836,0.0
categorical__diag_2_833,0.0
categorical__diag_2_831,0.0
categorical__diag_2_826,0.0
categorical__diag_2_880,0.0
categorical__diag_2_88,0.0
categorical__diag_2_879,0.0
categorical__diag_2_873,0.0
categorical__diag_2_872,0.0
categorical__diag_2_871,0.0
categorical__diag_2_870,0.0
categorical__diag_2_869,0.0
categorical__diag_2_868,0.0
categorical__diag_2_867,0.0
categorical__diag_2_866,0.0
categorical__diag_2_865,0.0
categorical__diag_2_864,0.0
categorical__diag_2_863,0.0
categorical__diag_2_862,0.0
categorical__diag_2_861,0.0
categorical__diag_2_913,0.0
categorical__diag_2_912,0.0
categorical__diag_2_911,0.0
categorical__diag_2_910,0.0
categorical__diag_2_909,0.0
categorical__diag_2_908,0.0
categorical__diag_2_907,0.0
categorical__diag_2_906,0.0
categorical__diag_2_905,0.0
categorical__diag_2_9,0.0
categorical__diag_2_894,0.0
categorical__diag_2_892,0.0
categorical__diag_2_891,0.0
categorical__diag_2_883,0.0
categorical__diag_2_882,0.0
categorical__diag_2_881,0.0
categorical__diag_2_945,0.0
categorical__diag_2_944,0.0
categorical__diag_2_942,0.0
categorical__diag_2_94,0.0
categorical__diag_2_934,0.0
categorical__diag_2_933,0.0
categorical__diag_2_927,0.0
categorical__diag_2_924,0.0
categorical__diag_2_923,0.0
categorical__diag_2_922,0.0
categorical__diag_2_921,0.0
categorical__diag_2_920,0.0
categorical__diag_2_919,0.0
categorical__diag_2_918,0.0
categorical__diag_2_917,0.0
categorical__diag_2_915,0.0
categorical__diag_2_980,0.0
categorical__diag_2_977,0.0
categorical__diag_2_975,0.0
categorical__diag_2_972,0.0
categorical__diag_2_969,0.0
categorical__diag_2_968,0.0
categorical__diag_2_967,0.0
categorical__diag_2_965,0.0
categorical__diag_2_962,0.0
categorical__diag_2_96,0.0
categorical__diag_2_959,0.0
categorical__diag_2_958,0.0
categorical__diag_2_953,0.0
categorical__diag_2_952,0.0
categorical__diag_2_948,0.0
categorical__diag_2_947,0.0
categorical__diag_2_E817,0.0
categorical__diag_2_E816,0.0
categorical__diag_2_E814,0.0
categorical__diag_2_E813,0.0
categorical__diag_2_E812,0.0
categorical__diag_2_999,0.0
categorical__diag_2_998,0.0
categorical__diag_2_997,0.0
categorical__glyburide-metformin_Up,0.0
categorical__diag_2_995,0.0
categorical__diag_2_992,0.0
categorical__diag_2_991,0.0
categorical__diag_2_990,0.0
categorical__diag_2_99,0.0
categorical__diag_2_989,0.0
categorical__diag_2_987,0.0
categorical__diag_2_E881,0.0
categorical__diag_2_E880,0.0
categorical__diag_2_E879,0.0
categorical__diag_2_E878,0.0
categorical__diag_2_E870,0.0
categorical__diag_2_E868,0.0
categorical__diag_2_E858,0.0
categorical__diag_2_E854,0.0
categorical__diag_2_E853,0.0
categorical__diag_2_E850,0.0
categorical__diag_2_E849,0.0
categorical__diag_2_E829,0.0
categorical__diag_2_E826,0.0
categorical__diag_2_E821,0.0
categorical__diag_2_E819,0.0
categorical__diag_2_E818,0.0
categorical__diag_2_E929,0.0
categorical__diag_2_E928,0.0
categorical__diag_2_E927,0.0
categorical__diag_2_E924,0.0
categorical__diag_2_E918,0.0
categorical__diag_2_E917,0.0
categorical__diag_2_E916,0.0
categorical__diag_2_E915,0.0
categorical__diag_2_E906,0.0
categorical__diag_2_E905,0.0
categorical__diag_2_E888,0.0
categorical__diag_2_E887,0.0
categorical__diag_2_E885,0.0
categorical__diag_2_E884,0.0
categorical__diag_2_E883,0.0
categorical__diag_2_E882,0.0
categorical__diag_2_E950,0.0
categorical__diag_2_E947,0.0
categorical__diag_2_E945,0.0
categorical__diag_2_E944,0.0
categorical__diag_2_E942,0.0
categorical__diag_2_E941,0.0
categorical__diag_2_E939,0.0
categorical__diag_2_E938,0.0
categorical__diag_2_E937,0.0
categorical__diag_2_E936,0.0
categorical__diag_2_E935,0.0
categorical__diag_2_E934,0.0
categorical__diag_2_E933,0.0
categorical__diag_2_E932,0.0
categorical__diag_2_E931,0.0
categorical__diag_2_E930,0.0
categorical__diag_2_V23,0.0
categorical__diag_2_V18,0.0
categorical__diag_2_V17,0.0
categorical__diag_2_V16,0.0
categorical__diag_2_V15,0.0
categorical__diag_2_V14,0.0
categorical__diag_2_V13,0.0
categorical__diag_2_V12,0.0
categorical__diag_2_V11,0.0
categorical__diag_2_V10,0.0
categorical__diag_2_V09,0.0
categorical__diag_2_V08,0.0
categorical__diag_2_V03,0.0
categorical__diag_2_V02,0.0
categorical__diag_2_E968,0.0
categorical__diag_2_E965,0.0
categorical__diag_2_V64,0.0
categorical__diag_2_V63,0.0
categorical__diag_2_V62,0.0
categorical__diag_2_V61,0.0
categorical__diag_2_V60,0.0
categorical__diag_2_V58,0.0
categorical__diag_2_V57,0.0
categorical__diag_2_V54,0.0
categorical__diag_2_V53,0.0
categorical__diag_2_V50,0.0
categorical__diag_2_V49,0.0
categorical__diag_2_V46,0.0
categorical__diag_2_V45,0.0
categorical__diag_2_V44,0.0
categorical__diag_2_V42,0.0
categorical__diag_2_V25,0.0
categorical__diag_3_131,0.0
categorical__diag_3_123,0.0
categorical__diag_3_122,0.0
categorical__diag_3_117,0.0
categorical__diag_3_115,0.0
categorical__diag_3_112,0.0
categorical__diag_3_111,0.0
categorical__diag_3_110,0.0
categorical__diag_3_11,0.0
categorical__diag_2_V86,0.0
categorical__diag_2_V85,0.0
categorical__diag_2_V72,0.0
categorical__diag_2_V70,0.0
categorical__diag_2_V69,0.0
categorical__diag_2_V66,0.0
categorical__diag_2_V65,0.0
categorical__diag_3_157,0.0
categorical__diag_3_156,0.0
categorical__diag_3_155,0.0
categorical__diag_3_154,0.0
categorical__diag_3_153,0.0
categorical__diag_3_152,0.0
categorical__diag_3_151,0.0
categorical__diag_3_150,0.0
categorical__diag_3_146,0.0
categorical__diag_3_141,0.0
categorical__diag_3_14,0.0
categorical__diag_3_139,0.0
categorical__diag_3_138,0.0
categorical__diag_3_136,0.0
categorical__diag_3_135,0.0
categorical__diag_3_132,0.0
categorical__diag_3_188,0.0
categorical__diag_3_185,0.0
categorical__diag_3_183,0.0
categorical__diag_3_182,0.0
categorical__diag_3_180,0.0
categorical__diag_3_179,0.0
categorical__diag_3_174,0.0
categorical__diag_3_173,0.0
categorical__diag_3_172,0.0
categorical__diag_3_171,0.0
categorical__diag_3_170,0.0
categorical__diag_3_17,0.0
categorical__diag_3_163,0.0
categorical__diag_3_162,0.0
categorical__diag_3_161,0.0
categorical__diag_3_158,0.0
categorical__diag_3_211,0.0
categorical__diag_3_208,0.0
categorical__diag_3_205,0.0
categorical__diag_3_204,0.0
categorical__diag_3_203,0.0
categorical__diag_3_202,0.0
categorical__diag_3_201,0.0
categorical__diag_3_200,0.0
categorical__diag_3_199,0.0
categorical__diag_3_198,0.0
categorical__glyburide-metformin_Steady,0.0
categorical__diag_3_196,0.0
categorical__diag_3_193,0.0
categorical__diag_3_192,0.0
categorical__diag_3_191,0.0
categorical__diag_3_189,0.0
categorical__diag_3_241,0.0
categorical__diag_3_240,0.0
categorical__diag_3_239,0.0
categorical__diag_3_238,0.0
categorical__diag_3_235,0.0
categorical__diag_3_233,0.0
categorical__diag_3_228,0.0
categorical__diag_3_227,0.0
categorical__diag_3_226,0.0
categorical__diag_3_225,0.0
categorical__diag_3_223,0.0
categorical__diag_3_220,0.0
categorical__diag_3_218,0.0
categorical__diag_3_217,0.0
categorical__diag_3_216,0.0
categorical__diag_3_214,0.0
categorical__diag_3_250.3,0.0
categorical__diag_3_250.23,0.0
categorical__diag_3_250.22,0.0
categorical__diag_3_250.21,0.0
categorical__diag_3_250.2,0.0
categorical__diag_3_250.13,0.0
categorical__diag_3_250.12,0.0
categorical__diag_3_250.11,0.0
categorical__diag_3_250.1,0.0
categorical__diag_3_250.03,0.0
categorical__diag_3_250.01,0.0
categorical__diag_3_246,0.0
categorical__diag_3_245,0.0
categorical__glyburide-metformin_No,0.0
categorical__diag_3_243,0.0
categorical__diag_3_242,0.0
categorical__diag_3_250.93,0.0
categorical__diag_3_250.91,0.0
categorical__diag_3_250.9,0.0
categorical__diag_3_250.83,0.0
categorical__diag_3_250.82,0.0
categorical__diag_3_250.81,0.0
categorical__diag_3_250.8,0.0
categorical__glyburide-metformin_Down,0.0
categorical__diag_3_250.53,0.0
categorical__diag_3_250.52,0.0
categorical__diag_3_250.51,0.0
categorical__diag_3_250.5,0.0
categorical__diag_3_250.43,0.0
categorical__diag_3_250.41,0.0
categorical__diag_3_250.4,0.0
categorical__diag_3_250.31,0.0
categorical__medical_specialty_Pediatrics-Pulmonology,0.0
categorical__medical_specialty_Pediatrics-Neurology,0.0
categorical__medical_specialty_Pediatrics-InfectiousDiseases,0.0
categorical__medical_specialty_Pediatrics-Hematology-Oncology,0.0
categorical__medical_specialty_Pediatrics-EmergencyMedicine,0.0
categorical__medical_specialty_Pediatrics-AllergyandImmunology,0.0
categorical__medical_specialty_Pediatrics,0.0
categorical__medical_specialty_Pathology,0.0
categorical__medical_specialty_OutreachServices,0.0
categorical__medical_specialty_Osteopath,0.0
categorical__medical_specialty_Orthopedics,0.0
categorical__diag_3_258,0.0
categorical__diag_3_256,0.0
categorical__diag_3_253,0.0
categorical__diag_3_252,0.0
categorical__diag_3_251,0.0
categorical__diag_3_277,0.0
categorical__diag_3_275,0.0
categorical__diag_3_274,0.0
categorical__diag_3_273,0.0
categorical__diag_3_271,0.0
categorical__diag_3_270,0.0
categorical__diag_3_27,0.0
categorical__diag_3_268,0.0
categorical__diag_3_266,0.0
categorical__diag_3_265,0.0
categorical__diag_3_263,0.0
categorical__diag_3_262,0.0
categorical__diag_3_261,0.0
categorical__diag_3_260,0.0
categorical__diag_3_259,0.0
categorical__medical_specialty_Perinatology,0.0
categorical__diag_3_294,0.0
categorical__diag_3_293,0.0
categorical__diag_3_292,0.0
categorical__diag_3_291,0.0
categorical__diag_3_290,0.0
categorical__diag_3_289,0.0
categorical__diag_3_288,0.0
categorical__diag_3_287,0.0
categorical__diag_3_286,0.0
categorical__diag_3_285,0.0
categorical__diag_3_284,0.0
categorical__diag_3_283,0.0
categorical__diag_3_282,0.0
categorical__diag_3_281,0.0
categorical__diag_3_280,0.0
categorical__diag_3_279,0.0
categorical__diag_3_310,0.0
categorical__diag_3_309,0.0
categorical__diag_3_308,0.0
categorical__diag_3_307,0.0
categorical__diag_3_306,0.0
categorical__gender_Unknown/Invalid,0.0
categorical__diag_3_304,0.0
categorical__diag_3_303,0.0
categorical__diag_3_301,0.0
categorical__diag_3_300,0.0
categorical__diag_3_3,0.0
categorical__diag_3_299,0.0
categorical__diag_3_298,0.0
categorical__diag_3_297,0.0
categorical__diag_3_296,0.0
categorical__diag_3_295,0.0
categorical__diag_3_336,0.0
categorical__diag_3_335,0.0
categorical__diag_3_334,0.0
categorical__diag_3_333,0.0
categorical__diag_3_332,0.0
categorical__diag_3_331,0.0
categorical__diag_3_327,0.0
categorical__diag_3_323,0.0
categorical__diag_3_319,0.0
categorical__diag_3_318,0.0
categorical__diag_3_317,0.0
categorical__diag_3_315,0.0
categorical__diag_3_314,0.0
categorical__diag_3_313,0.0
categorical__diag_3_312,0.0
categorical__diag_3_311,0.0
categorical__diag_3_353,0.0
categorical__diag_3_351,0.0
categorical__diag_3_350,0.0
categorical__diag_3_35,0.0
categorical__diag_3_349,0.0
categorical__diag_3_348,0.0
categorical__diag_3_347,0.0
categorical__diag_3_346,0.0
categorical__diag_3_345,0.0
categorical__diag_3_344,0.0
categorical__diag_3_343,0.0
categorical__diag_3_342,0.0
categorical__diag_3_340,0.0
categorical__diag_3_34,0.0
categorical__diag_3_338,0.0
categorical__diag_3_337,0.0
categorical__diag_3_373,0.0
categorical__diag_3_372,0.0
categorical__diag_3_370,0.0
categorical__diag_3_369,0.0
categorical__diag_3_368,0.0
categorical__diag_3_366,0.0
categorical__diag_3_365.44,0.0
categorical__diag_3_365,0.0
categorical__diag_3_362,0.0
categorical__diag_3_361,0.0
categorical__diag_3_360,0.0
categorical__diag_3_359,0.0
categorical__diag_3_358,0.0
categorical__diag_3_356,0.0
categorical__diag_3_355,0.0
categorical__diag_3_354,0.0
categorical__diag_3_389,0.0
categorical__diag_3_388,0.0
categorical__diag_3_387,0.0
categorical__diag_3_386,0.0
categorical__diag_3_385,0.0
categorical__diag_3_384,0.0
categorical__diag_3_383,0.0
categorical__diag_3_382,0.0
categorical__diag_3_381,0.0
categorical__diag_3_380,0.0
categorical__diag_3_38,0.0
categorical__diag_3_379,0.0
categorical__diag_3_378,0.0
categorical__diag_3_377,0.0
categorical__diag_3_376,0.0
